model,symbol,date,split,regime,direction,confluence,is_atz,gtf_7,gtf_13,conviction,pnl_r,is_win
MODEL_D,RELIANCE,2023-09-26,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_E,RELIANCE,2023-09-26,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_A,RELIANCE,2023-10-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_B,RELIANCE,2023-10-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_C,RELIANCE,2023-10-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_D,RELIANCE,2023-10-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_E,RELIANCE,2023-10-04,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_A,RELIANCE,2023-10-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,RELIANCE,2023-10-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,RELIANCE,2023-10-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_D,RELIANCE,2023-10-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_E,RELIANCE,2023-10-11,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,RELIANCE,2023-10-18,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,RELIANCE,2023-10-18,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_D,RELIANCE,2023-10-18,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_E,RELIANCE,2023-10-18,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_A,RELIANCE,2023-10-26,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_B,RELIANCE,2023-10-26,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_C,RELIANCE,2023-10-26,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_D,RELIANCE,2023-10-26,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_E,RELIANCE,2023-10-26,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_A,RELIANCE,2023-11-02,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_B,RELIANCE,2023-11-02,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_C,RELIANCE,2023-11-02,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_D,RELIANCE,2023-11-02,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_E,RELIANCE,2023-11-02,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_A,RELIANCE,2023-11-09,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,RELIANCE,2023-11-09,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,RELIANCE,2023-11-09,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,RELIANCE,2023-11-09,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,RELIANCE,2023-11-09,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,RELIANCE,2023-11-17,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,RELIANCE,2023-11-17,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,RELIANCE,2023-11-17,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,RELIANCE,2023-11-17,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,RELIANCE,2023-11-17,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,RELIANCE,2023-11-24,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_B,RELIANCE,2023-11-24,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_C,RELIANCE,2023-11-24,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_D,RELIANCE,2023-11-24,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,RELIANCE,2023-11-24,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_A,RELIANCE,2023-12-04,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,RELIANCE,2023-12-04,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,RELIANCE,2023-12-04,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,RELIANCE,2023-12-04,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,RELIANCE,2023-12-04,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,RELIANCE,2023-12-18,TRAIN,BULL,SUPPLY,3,False,7.0,12.5,100,-1.0,False
MODEL_B,RELIANCE,2023-12-18,TRAIN,BULL,SUPPLY,3,False,7.0,12.5,100,-1.0,False
MODEL_C,RELIANCE,2023-12-18,TRAIN,BULL,SUPPLY,3,False,7.0,12.5,100,-1.0,False
MODEL_D,RELIANCE,2023-12-18,TRAIN,BULL,SUPPLY,3,False,7.0,12.5,100,-1.0,False
MODEL_E,RELIANCE,2023-12-18,TRAIN,BULL,SUPPLY,3,False,7.0,12.5,100,-1.0,False
MODEL_A,RELIANCE,2023-12-26,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_B,RELIANCE,2023-12-26,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_C,RELIANCE,2023-12-26,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_D,RELIANCE,2023-12-26,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_E,RELIANCE,2023-12-26,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,RELIANCE,2024-01-02,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_B,RELIANCE,2024-01-02,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_C,RELIANCE,2024-01-02,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_D,RELIANCE,2024-01-02,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_E,RELIANCE,2024-01-02,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_A,RELIANCE,2024-01-09,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_B,RELIANCE,2024-01-09,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_C,RELIANCE,2024-01-09,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_D,RELIANCE,2024-01-09,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_A,RELIANCE,2024-01-24,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,RELIANCE,2024-01-24,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,RELIANCE,2024-01-24,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,RELIANCE,2024-01-24,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,RELIANCE,2024-01-24,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,RELIANCE,2024-02-02,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_C,RELIANCE,2024-02-02,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_D,RELIANCE,2024-02-02,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_E,RELIANCE,2024-02-02,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_A,RELIANCE,2024-02-09,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,RELIANCE,2024-02-09,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,RELIANCE,2024-02-09,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,RELIANCE,2024-02-09,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,RELIANCE,2024-02-09,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,RELIANCE,2024-02-16,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_B,RELIANCE,2024-02-16,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_C,RELIANCE,2024-02-16,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_D,RELIANCE,2024-02-16,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_E,RELIANCE,2024-02-16,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,RELIANCE,2024-02-23,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,RELIANCE,2024-02-23,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,RELIANCE,2024-02-23,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,RELIANCE,2024-02-23,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,RELIANCE,2024-02-23,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,RELIANCE,2024-03-01,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,RELIANCE,2024-03-01,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_D,RELIANCE,2024-03-01,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,RELIANCE,2024-03-01,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_A,RELIANCE,2024-03-11,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,RELIANCE,2024-03-11,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_C,RELIANCE,2024-03-11,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_D,RELIANCE,2024-03-11,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_E,RELIANCE,2024-03-11,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_A,RELIANCE,2024-03-18,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_B,RELIANCE,2024-03-18,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_C,RELIANCE,2024-03-18,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_D,RELIANCE,2024-03-18,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_E,RELIANCE,2024-03-18,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_A,RELIANCE,2024-03-26,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_B,RELIANCE,2024-03-26,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,RELIANCE,2024-04-03,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_B,RELIANCE,2024-04-03,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_C,RELIANCE,2024-04-03,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,RELIANCE,2024-04-03,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,RELIANCE,2024-04-03,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,RELIANCE,2024-04-10,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_B,RELIANCE,2024-04-10,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_C,RELIANCE,2024-04-10,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_D,RELIANCE,2024-04-10,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_E,RELIANCE,2024-04-10,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,RELIANCE,2024-04-19,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_B,RELIANCE,2024-04-19,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_C,RELIANCE,2024-04-19,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_D,RELIANCE,2024-04-19,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_E,RELIANCE,2024-04-19,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,RELIANCE,2024-04-26,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,RELIANCE,2024-04-26,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_C,RELIANCE,2024-04-26,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,RELIANCE,2024-04-26,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,RELIANCE,2024-04-26,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,RELIANCE,2024-05-06,TRAIN,BULL,DEMAND,1,False,7.0,10.5,68,-1.0,False
MODEL_B,RELIANCE,2024-05-06,TRAIN,BULL,DEMAND,1,False,7.0,10.5,68,-1.0,False
MODEL_C,RELIANCE,2024-05-06,TRAIN,BULL,DEMAND,1,False,7.0,10.5,68,-1.0,False
MODEL_D,RELIANCE,2024-05-06,TRAIN,BULL,DEMAND,1,False,7.0,10.5,68,-1.0,False
MODEL_E,RELIANCE,2024-05-06,TRAIN,BULL,DEMAND,1,False,7.0,10.5,68,-1.0,False
MODEL_A,RELIANCE,2024-05-13,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,RELIANCE,2024-05-13,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,RELIANCE,2024-05-13,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,RELIANCE,2024-05-21,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_B,RELIANCE,2024-05-21,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_C,RELIANCE,2024-05-21,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_E,RELIANCE,2024-05-21,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_A,RELIANCE,2024-05-28,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,RELIANCE,2024-05-28,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_C,RELIANCE,2024-05-28,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_D,RELIANCE,2024-05-28,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,RELIANCE,2024-05-28,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_A,RELIANCE,2024-06-05,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_B,RELIANCE,2024-06-05,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_D,RELIANCE,2024-06-05,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_A,RELIANCE,2024-06-20,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,RELIANCE,2024-06-20,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,RELIANCE,2024-06-20,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_D,RELIANCE,2024-06-20,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_A,RELIANCE,2024-06-28,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_B,RELIANCE,2024-06-28,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_C,RELIANCE,2024-06-28,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_A,RELIANCE,2024-07-05,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_B,RELIANCE,2024-07-05,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_C,RELIANCE,2024-07-05,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_A,RELIANCE,2024-07-12,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_B,RELIANCE,2024-07-12,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_C,RELIANCE,2024-07-12,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_A,RELIANCE,2024-08-05,TRAIN,BULL,DEMAND,2,False,7.0,11.5,90,-1.0,False
MODEL_B,RELIANCE,2024-08-05,TRAIN,BULL,DEMAND,2,False,7.0,11.5,90,2.0,True
MODEL_C,RELIANCE,2024-08-05,TRAIN,BULL,DEMAND,2,False,7.0,11.5,90,2.0,True
MODEL_D,RELIANCE,2024-08-05,TRAIN,BULL,DEMAND,2,False,7.0,11.5,90,-1.0,False
MODEL_A,RELIANCE,2024-08-12,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_B,RELIANCE,2024-08-12,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_C,RELIANCE,2024-08-12,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_D,RELIANCE,2024-08-12,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_E,RELIANCE,2024-08-12,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_A,RELIANCE,2024-08-20,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_B,RELIANCE,2024-08-20,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_C,RELIANCE,2024-08-20,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_D,RELIANCE,2024-08-20,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_E,RELIANCE,2024-08-20,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,2.0,True
MODEL_A,RELIANCE,2024-08-27,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,RELIANCE,2024-08-27,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,RELIANCE,2024-08-27,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,RELIANCE,2024-08-27,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,RELIANCE,2024-08-27,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_A,RELIANCE,2024-09-03,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_B,RELIANCE,2024-09-03,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,RELIANCE,2024-09-03,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,RELIANCE,2024-09-03,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,RELIANCE,2024-09-03,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_A,RELIANCE,2024-09-10,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_B,RELIANCE,2024-09-10,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_C,RELIANCE,2024-09-10,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_D,RELIANCE,2024-09-10,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_A,RELIANCE,2024-09-17,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_B,RELIANCE,2024-09-17,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_C,RELIANCE,2024-09-17,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_D,RELIANCE,2024-09-17,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_E,RELIANCE,2024-09-17,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,RELIANCE,2024-09-24,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_B,RELIANCE,2024-09-24,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_C,RELIANCE,2024-09-24,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,RELIANCE,2024-10-01,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,RELIANCE,2024-10-01,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_C,RELIANCE,2024-10-01,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_A,RELIANCE,2024-10-09,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_B,RELIANCE,2024-10-09,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_C,RELIANCE,2024-10-09,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_D,RELIANCE,2024-10-09,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_E,RELIANCE,2024-10-09,TRAIN,BEAR,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_A,RELIANCE,2024-10-16,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_B,RELIANCE,2024-10-16,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_C,RELIANCE,2024-10-16,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_D,RELIANCE,2024-10-16,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_E,RELIANCE,2024-10-16,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_A,RELIANCE,2024-10-23,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_B,RELIANCE,2024-10-23,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_D,RELIANCE,2024-10-23,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_E,RELIANCE,2024-10-23,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_A,RELIANCE,2024-10-30,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,2.0,True
MODEL_B,RELIANCE,2024-10-30,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,2.0,True
MODEL_D,RELIANCE,2024-10-30,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,2.0,True
MODEL_E,RELIANCE,2024-10-30,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,2.0,True
MODEL_A,RELIANCE,2024-11-13,TRAIN,BEAR,SUPPLY,1,False,7.0,7.5,60,2.0,True
MODEL_B,RELIANCE,2024-11-13,TRAIN,BEAR,SUPPLY,1,False,7.0,7.5,60,2.0,True
MODEL_C,RELIANCE,2024-11-13,TRAIN,BEAR,SUPPLY,1,False,7.0,7.5,60,2.0,True
MODEL_A,RELIANCE,2024-11-22,TRAIN,BEAR,DEMAND,3,False,7.0,9.5,92,2.0,True
MODEL_B,RELIANCE,2024-11-22,TRAIN,BEAR,DEMAND,3,False,7.0,9.5,92,-1.0,False
MODEL_C,RELIANCE,2024-11-22,TRAIN,BEAR,DEMAND,3,False,7.0,9.5,92,-1.0,False
MODEL_D,RELIANCE,2024-11-22,TRAIN,BEAR,DEMAND,3,False,7.0,9.5,92,-1.0,False
MODEL_E,RELIANCE,2024-11-22,TRAIN,BEAR,DEMAND,3,False,7.0,9.5,92,-1.0,False
MODEL_A,RELIANCE,2024-11-29,TRAIN,BEAR,DEMAND,3,False,7.0,9.5,92,-1.0,False
MODEL_B,RELIANCE,2024-11-29,TRAIN,BEAR,DEMAND,3,False,7.0,9.5,92,-1.0,False
MODEL_C,RELIANCE,2024-11-29,TRAIN,BEAR,DEMAND,3,False,7.0,9.5,92,2.0,True
MODEL_D,RELIANCE,2024-11-29,TRAIN,BEAR,DEMAND,3,False,7.0,9.5,92,2.0,True
MODEL_E,RELIANCE,2024-11-29,TRAIN,BEAR,DEMAND,3,False,7.0,9.5,92,2.0,True
MODEL_A,RELIANCE,2024-12-06,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,2.0,True
MODEL_B,RELIANCE,2024-12-06,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,2.0,True
MODEL_C,RELIANCE,2024-12-06,TRAIN,BEAR,SUPPLY,2,False,7.0,10.0,82,2.0,True
MODEL_A,RELIANCE,2024-12-13,TRAIN,BEAR,DEMAND,3,False,7.0,11.0,92,-1.0,False
MODEL_B,RELIANCE,2024-12-13,TRAIN,BEAR,DEMAND,3,False,7.0,11.0,92,-1.0,False
MODEL_C,RELIANCE,2024-12-13,TRAIN,BEAR,DEMAND,3,False,7.0,11.0,92,2.0,True
MODEL_D,RELIANCE,2024-12-13,TRAIN,BEAR,DEMAND,3,False,7.0,11.0,92,2.0,True
